,scientific_name,park_name,observations,category,common_names
23712,Lewisia kelloggii,BNP,130,Vascular Plant,Kellogg's Lewisia
23713,Lewisia kelloggii,YeNP,229,Vascular Plant,Kellogg's Lewisia
23714,Lewisia kelloggii,GSMNP,76,Vascular Plant,Kellogg's Lewisia
23715,Lewisia kelloggii,YNP,136,Vascular Plant,Kellogg's Lewisia
23716,Ceanothus fresnensis,GSMNP,80,Vascular Plant,Fresno Mat
23717,Ceanothus fresnensis,BNP,97,Vascular Plant,Fresno Mat
23718,Ceanothus fresnensis,YNP,140,Vascular Plant,Fresno Mat
23719,Ceanothus fresnensis,YeNP,255,Vascular Plant,Fresno Mat
23720,Trillium grandiflorum,GSMNP,45,Vascular Plant,"Large-Flower Trillium, White Trillium"
23721,Trillium grandiflorum,YeNP,264,Vascular Plant,"Large-Flower Trillium, White Trillium"
23722,Trillium grandiflorum,YNP,147,Vascular Plant,"Large-Flower Trillium, White Trillium"
23723,Trillium grandiflorum,BNP,104,Vascular Plant,"Large-Flower Trillium, White Trillium"
23724,Deparia acrostichoides,BNP,92,Vascular Plant,"Silvery Glade Fern, Silvery Spleenwort"
23725,Deparia acrostichoides,YeNP,210,Vascular Plant,"Silvery Glade Fern, Silvery Spleenwort"
23726,Deparia acrostichoides,GSMNP,96,Vascular Plant,"Silvery Glade Fern, Silvery Spleenwort"
23727,Deparia acrostichoides,YNP,152,Vascular Plant,"Silvery Glade Fern, Silvery Spleenwort"
23728,Viola septemloba,YeNP,223,Vascular Plant,Violet
23729,Viola septemloba,GSMNP,59,Vascular Plant,Violet
23730,Viola septemloba,YNP,179,Vascular Plant,Violet
23731,Viola septemloba,BNP,131,Vascular Plant,Violet
23732,Cardamine dissecta,YeNP,232,Vascular Plant,Dissected-Leaved Toothwort
23733,Cardamine dissecta,GSMNP,100,Vascular Plant,Dissected-Leaved Toothwort
23734,Cardamine dissecta,YNP,157,Vascular Plant,Dissected-Leaved Toothwort
23735,Cardamine dissecta,BNP,83,Vascular Plant,Dissected-Leaved Toothwort
23736,Sedum spathulifolium,YNP,139,Vascular Plant,Broadleaf Stonecrop
23737,Sedum spathulifolium,GSMNP,53,Vascular Plant,Broadleaf Stonecrop
23738,Sedum spathulifolium,BNP,119,Vascular Plant,Broadleaf Stonecrop
23739,Sedum spathulifolium,YeNP,251,Vascular Plant,Broadleaf Stonecrop
23740,Vaccinium scoparium,YeNP,229,Vascular Plant,"Grouse Whortleberry, Grouseberry, Littleleaf Huckleberry, Red Alpine Blueberry"
23741,Vaccinium scoparium,BNP,119,Vascular Plant,"Grouse Whortleberry, Grouseberry, Littleleaf Huckleberry, Red Alpine Blueberry"
23742,Vaccinium scoparium,YNP,156,Vascular Plant,"Grouse Whortleberry, Grouseberry, Littleleaf Huckleberry, Red Alpine Blueberry"
23743,Vaccinium scoparium,GSMNP,70,Vascular Plant,"Grouse Whortleberry, Grouseberry, Littleleaf Huckleberry, Red Alpine Blueberry"
23744,Festuca baffinensis,GSMNP,26,Vascular Plant,Baffin Fescue
23745,Festuca baffinensis,BNP,124,Vascular Plant,Baffin Fescue
23746,Festuca baffinensis,YNP,100,Vascular Plant,Baffin Fescue
23747,Festuca baffinensis,YeNP,278,Vascular Plant,Baffin Fescue
23748,Viola pubescens,GSMNP,70,Vascular Plant,Downy Yellow Violet
23749,Viola pubescens,YeNP,240,Vascular Plant,Downy Yellow Violet
23750,Viola pubescens,BNP,102,Vascular Plant,Downy Yellow Violet
23751,Viola pubescens,YNP,167,Vascular Plant,Downy Yellow Violet
23752,Carex livida,BNP,108,Vascular Plant,Livid Sedge
23753,Carex livida,YeNP,259,Vascular Plant,Livid Sedge
23754,Carex livida,GSMNP,90,Vascular Plant,Livid Sedge
23755,Carex livida,YNP,130,Vascular Plant,Livid Sedge
23756,Valeriana acutiloba var. pubicarpa,YeNP,209,Vascular Plant,"Hairyfruit Valerian, Hairyfruit Valeriana"
23757,Valeriana acutiloba var. pubicarpa,GSMNP,87,Vascular Plant,"Hairyfruit Valerian, Hairyfruit Valeriana"
23758,Valeriana acutiloba var. pubicarpa,YNP,155,Vascular Plant,"Hairyfruit Valerian, Hairyfruit Valeriana"
23759,Valeriana acutiloba var. pubicarpa,BNP,123,Vascular Plant,"Hairyfruit Valerian, Hairyfruit Valeriana"
23760,Nocomis micropogon,BNP,74,Fish,River Chub
23761,Nocomis micropogon,GSMNP,96,Fish,River Chub
23762,Nocomis micropogon,YNP,170,Fish,River Chub
23763,Nocomis micropogon,YeNP,231,Fish,River Chub
23764,Poa secunda,YeNP,212,Vascular Plant,"Big Bluegrass, Sandberg Bluegrass, Sandberg's Bluegrass"
23765,Poa secunda,YNP,119,Vascular Plant,"Big Bluegrass, Sandberg Bluegrass, Sandberg's Bluegrass"
23766,Poa secunda,BNP,81,Vascular Plant,"Big Bluegrass, Sandberg Bluegrass, Sandberg's Bluegrass"
23767,Poa secunda,GSMNP,90,Vascular Plant,"Big Bluegrass, Sandberg Bluegrass, Sandberg's Bluegrass"
23768,Symphyotrichum cordifolium,YNP,133,Vascular Plant,Common Blue Wood Aster
23769,Symphyotrichum cordifolium,GSMNP,73,Vascular Plant,Common Blue Wood Aster
23770,Symphyotrichum cordifolium,BNP,95,Vascular Plant,Common Blue Wood Aster
23771,Symphyotrichum cordifolium,YeNP,234,Vascular Plant,Common Blue Wood Aster
23772,Potamogeton robbinsii,BNP,77,Vascular Plant,"Robbins Pondweed, Robbins' Pondweed"
23773,Potamogeton robbinsii,YNP,139,Vascular Plant,"Robbins Pondweed, Robbins' Pondweed"
23774,Potamogeton robbinsii,GSMNP,75,Vascular Plant,"Robbins Pondweed, Robbins' Pondweed"
23775,Potamogeton robbinsii,YeNP,263,Vascular Plant,"Robbins Pondweed, Robbins' Pondweed"
23776,Pohlia wahlenbergii,GSMNP,72,Nonvascular Plant,Wahlenberg's Pohlia Moss
23777,Pohlia wahlenbergii,BNP,67,Nonvascular Plant,Wahlenberg's Pohlia Moss
23778,Pohlia wahlenbergii,YeNP,242,Nonvascular Plant,Wahlenberg's Pohlia Moss
23779,Pohlia wahlenbergii,YNP,155,Nonvascular Plant,Wahlenberg's Pohlia Moss
23780,Sambucus racemosa var. melanocarpa,YeNP,200,Vascular Plant,"Black Elderberry, Red Elderberry, Rocky Mountain Elder"
23781,Sambucus racemosa var. melanocarpa,BNP,62,Vascular Plant,"Black Elderberry, Red Elderberry, Rocky Mountain Elder"
23782,Sambucus racemosa var. melanocarpa,YNP,163,Vascular Plant,"Black Elderberry, Red Elderberry, Rocky Mountain Elder"
23783,Sambucus racemosa var. melanocarpa,GSMNP,73,Vascular Plant,"Black Elderberry, Red Elderberry, Rocky Mountain Elder"
23784,Magnolia macrophylla,YNP,156,Vascular Plant,"Bigleaf Magnolia, Big-Leaved Magnolia"
23785,Magnolia macrophylla,GSMNP,114,Vascular Plant,"Bigleaf Magnolia, Big-Leaved Magnolia"
23786,Magnolia macrophylla,YeNP,237,Vascular Plant,"Bigleaf Magnolia, Big-Leaved Magnolia"
23787,Magnolia macrophylla,BNP,93,Vascular Plant,"Bigleaf Magnolia, Big-Leaved Magnolia"
23788,Spiraea splendens,GSMNP,57,Vascular Plant,Rose Meadowsweet
23789,Spiraea splendens,YeNP,256,Vascular Plant,Rose Meadowsweet
23790,Spiraea splendens,BNP,98,Vascular Plant,Rose Meadowsweet
23791,Spiraea splendens,YNP,170,Vascular Plant,Rose Meadowsweet
23792,Solidago arguta var. caroliniana,BNP,133,Vascular Plant,Carolina Goldenrod
23793,Solidago arguta var. caroliniana,YeNP,302,Vascular Plant,Carolina Goldenrod
23794,Solidago arguta var. caroliniana,YNP,129,Vascular Plant,Carolina Goldenrod
23795,Solidago arguta var. caroliniana,GSMNP,60,Vascular Plant,Carolina Goldenrod
23796,Lathyrus lanszwertii var. aridus,BNP,88,Vascular Plant,Nevada Pea
23797,Lathyrus lanszwertii var. aridus,GSMNP,95,Vascular Plant,Nevada Pea
23798,Lathyrus lanszwertii var. aridus,YeNP,214,Vascular Plant,Nevada Pea
23799,Lathyrus lanszwertii var. aridus,YNP,128,Vascular Plant,Nevada Pea
23800,Crepis modocensis,GSMNP,53,Vascular Plant,"Common Hawksbeard, Modoc Hawksbeard, Siskiyou Hawksbeard"
23801,Crepis modocensis,BNP,73,Vascular Plant,"Common Hawksbeard, Modoc Hawksbeard, Siskiyou Hawksbeard"
23802,Crepis modocensis,YeNP,189,Vascular Plant,"Common Hawksbeard, Modoc Hawksbeard, Siskiyou Hawksbeard"
23803,Crepis modocensis,YNP,159,Vascular Plant,"Common Hawksbeard, Modoc Hawksbeard, Siskiyou Hawksbeard"
23804,Selasphorus sasin,BNP,73,Bird,Allen's Hummingbird
23805,Selasphorus sasin,GSMNP,42,Bird,Allen's Hummingbird
23806,Selasphorus sasin,YNP,160,Bird,Allen's Hummingbird
23807,Selasphorus sasin,YeNP,261,Bird,Allen's Hummingbird
23808,Polemonium viscosum,YNP,184,Vascular Plant,"Sticky Jacob's-Ladder, Sticky Polemonium"
23809,Polemonium viscosum,BNP,104,Vascular Plant,"Sticky Jacob's-Ladder, Sticky Polemonium"
23810,Polemonium viscosum,YeNP,217,Vascular Plant,"Sticky Jacob's-Ladder, Sticky Polemonium"
23811,Polemonium viscosum,GSMNP,107,Vascular Plant,"Sticky Jacob's-Ladder, Sticky Polemonium"
23812,Myosurus apetalus var. borealis,GSMNP,21,Vascular Plant,Bristly Mousetail
23813,Myosurus apetalus var. borealis,BNP,127,Vascular Plant,Bristly Mousetail
23814,Myosurus apetalus var. borealis,YeNP,268,Vascular Plant,Bristly Mousetail
23815,Myosurus apetalus var. borealis,YNP,178,Vascular Plant,Bristly Mousetail
23816,Carex stricta,GSMNP,71,Vascular Plant,Uptight Sedge
23817,Carex stricta,YeNP,281,Vascular Plant,Uptight Sedge
23818,Carex stricta,BNP,110,Vascular Plant,Uptight Sedge
23819,Carex stricta,YNP,209,Vascular Plant,Uptight Sedge
23820,Salix sericea,GSMNP,94,Vascular Plant,Silky Willow
23821,Salix sericea,YNP,171,Vascular Plant,Silky Willow
23822,Salix sericea,YeNP,263,Vascular Plant,Silky Willow
23823,Salix sericea,BNP,82,Vascular Plant,Silky Willow
23824,Kummerowia stipulacea,GSMNP,56,Vascular Plant,Korean Bush-Clover
23825,Kummerowia stipulacea,YeNP,237,Vascular Plant,Korean Bush-Clover
23826,Kummerowia stipulacea,YNP,165,Vascular Plant,Korean Bush-Clover
23827,Kummerowia stipulacea,BNP,126,Vascular Plant,Korean Bush-Clover
23828,Ranunculus flammula,GSMNP,97,Vascular Plant,"Greater Creeping Spearwort, Spearwort Buttercup"
23829,Ranunculus flammula,YNP,133,Vascular Plant,"Greater Creeping Spearwort, Spearwort Buttercup"
23830,Ranunculus flammula,YeNP,240,Vascular Plant,"Greater Creeping Spearwort, Spearwort Buttercup"
23831,Ranunculus flammula,BNP,106,Vascular Plant,"Greater Creeping Spearwort, Spearwort Buttercup"
23832,Setophaga palmarum,GSMNP,53,Bird,Palm Warbler
23833,Setophaga palmarum,YNP,131,Bird,Palm Warbler
23834,Setophaga palmarum,YeNP,236,Bird,Palm Warbler
23835,Setophaga palmarum,BNP,92,Bird,Palm Warbler
23836,Cyprinella galactura,BNP,115,Fish,Whitetail Shiner
23837,Cyprinella galactura,YNP,115,Fish,Whitetail Shiner
23838,Cyprinella galactura,GSMNP,100,Fish,Whitetail Shiner
23839,Cyprinella galactura,YeNP,232,Fish,Whitetail Shiner
23840,Epilobium halleanum,BNP,79,Vascular Plant,"Glandular Willowherb, Hall's Willowweed"
23841,Epilobium halleanum,GSMNP,92,Vascular Plant,"Glandular Willowherb, Hall's Willowweed"
23842,Epilobium halleanum,YeNP,263,Vascular Plant,"Glandular Willowherb, Hall's Willowweed"
23843,Epilobium halleanum,YNP,166,Vascular Plant,"Glandular Willowherb, Hall's Willowweed"
23844,Populus X canescens,YNP,178,Vascular Plant,Gray Poplar
23845,Populus X canescens,YeNP,268,Vascular Plant,Gray Poplar
23846,Populus X canescens,BNP,57,Vascular Plant,Gray Poplar
23847,Populus X canescens,GSMNP,87,Vascular Plant,Gray Poplar
23848,Parascalops breweri,BNP,100,Mammal,Hairy-Tailed Mole
23849,Parascalops breweri,YeNP,256,Mammal,Hairy-Tailed Mole
23850,Parascalops breweri,YNP,130,Mammal,Hairy-Tailed Mole
23851,Parascalops breweri,GSMNP,72,Mammal,Hairy-Tailed Mole
23852,Gaura biennis,GSMNP,61,Vascular Plant,Biennial Gaura
23853,Gaura biennis,BNP,128,Vascular Plant,Biennial Gaura
23854,Gaura biennis,YNP,114,Vascular Plant,Biennial Gaura
23855,Gaura biennis,YeNP,256,Vascular Plant,Biennial Gaura
23856,Carya cordiformis,GSMNP,91,Vascular Plant,"Bitternut Hickory, Bitter-Nut Hickory"
23857,Carya cordiformis,YeNP,282,Vascular Plant,"Bitternut Hickory, Bitter-Nut Hickory"
23858,Carya cordiformis,YNP,123,Vascular Plant,"Bitternut Hickory, Bitter-Nut Hickory"
23859,Carya cordiformis,BNP,88,Vascular Plant,"Bitternut Hickory, Bitter-Nut Hickory"
23860,Lepisosteus osseus,BNP,120,Fish,Longnose Gar
23861,Lepisosteus osseus,GSMNP,79,Fish,Longnose Gar
23862,Lepisosteus osseus,YNP,137,Fish,Longnose Gar
23863,Lepisosteus osseus,YeNP,269,Fish,Longnose Gar
23864,Calamagrostis stricta,YNP,138,Vascular Plant,"Narrowspike Reedgrass, Slim-Stem Reed Grass, Slimstem Reedgrass"
23865,Calamagrostis stricta,YeNP,241,Vascular Plant,"Narrowspike Reedgrass, Slim-Stem Reed Grass, Slimstem Reedgrass"
23866,Calamagrostis stricta,BNP,132,Vascular Plant,"Narrowspike Reedgrass, Slim-Stem Reed Grass, Slimstem Reedgrass"
23867,Calamagrostis stricta,GSMNP,65,Vascular Plant,"Narrowspike Reedgrass, Slim-Stem Reed Grass, Slimstem Reedgrass"
23868,Kumlienia hystricula,YNP,140,Vascular Plant,Waterfall False Buttercup
23869,Kumlienia hystricula,GSMNP,46,Vascular Plant,Waterfall False Buttercup
23870,Kumlienia hystricula,BNP,77,Vascular Plant,Waterfall False Buttercup
23871,Kumlienia hystricula,YeNP,229,Vascular Plant,Waterfall False Buttercup
23872,Dolichonyx oryzivorus,YeNP,256,Bird,Bobolink
23873,Dolichonyx oryzivorus,GSMNP,61,Bird,Bobolink
23874,Dolichonyx oryzivorus,YNP,127,Bird,Bobolink
23875,Dolichonyx oryzivorus,BNP,101,Bird,Bobolink
23876,Lampropeltis getula getula,YNP,142,Reptile,Eastern Kingsnake
23877,Lampropeltis getula getula,GSMNP,107,Reptile,Eastern Kingsnake
23878,Lampropeltis getula getula,BNP,101,Reptile,Eastern Kingsnake
23879,Lampropeltis getula getula,YeNP,240,Reptile,Eastern Kingsnake
23880,Hyla chrysoscelis,GSMNP,76,Amphibian,Cope's Gray Treefrog
23881,Hyla chrysoscelis,YNP,109,Amphibian,Cope's Gray Treefrog
23882,Hyla chrysoscelis,YeNP,198,Amphibian,Cope's Gray Treefrog
23883,Hyla chrysoscelis,BNP,122,Amphibian,Cope's Gray Treefrog
23884,Carex debilis,YeNP,212,Vascular Plant,"White Edge Sedge, White-Edge Sedge"
23885,Carex debilis,GSMNP,76,Vascular Plant,"White Edge Sedge, White-Edge Sedge"
23886,Carex debilis,BNP,105,Vascular Plant,"White Edge Sedge, White-Edge Sedge"
23887,Carex debilis,YNP,121,Vascular Plant,"White Edge Sedge, White-Edge Sedge"
23888,Desmodium marilandicum,YeNP,229,Vascular Plant,"Maryland Tick-Treefoil, Narrow Tick-Trefoil"
23889,Desmodium marilandicum,BNP,82,Vascular Plant,"Maryland Tick-Treefoil, Narrow Tick-Trefoil"
23890,Desmodium marilandicum,GSMNP,71,Vascular Plant,"Maryland Tick-Treefoil, Narrow Tick-Trefoil"
23891,Desmodium marilandicum,YNP,114,Vascular Plant,"Maryland Tick-Treefoil, Narrow Tick-Trefoil"
23892,Stellaria alsine,YNP,139,Vascular Plant,"Chickweed, Trailing Stitchwort"
23893,Stellaria alsine,GSMNP,81,Vascular Plant,"Chickweed, Trailing Stitchwort"
23894,Stellaria alsine,BNP,90,Vascular Plant,"Chickweed, Trailing Stitchwort"
23895,Stellaria alsine,YeNP,231,Vascular Plant,"Chickweed, Trailing Stitchwort"
23896,Carex multicostata,YNP,175,Vascular Plant,Manyrib Sedge
23897,Carex multicostata,GSMNP,58,Vascular Plant,Manyrib Sedge
23898,Carex multicostata,BNP,120,Vascular Plant,Manyrib Sedge
23899,Carex multicostata,YeNP,244,Vascular Plant,Manyrib Sedge
23900,Carex lucorum var. austrolucorum,YeNP,251,Vascular Plant,Blue Ridge Sedge
23901,Carex lucorum var. austrolucorum,YNP,167,Vascular Plant,Blue Ridge Sedge
23902,Carex lucorum var. austrolucorum,BNP,108,Vascular Plant,Blue Ridge Sedge
23903,Carex lucorum var. austrolucorum,GSMNP,32,Vascular Plant,Blue Ridge Sedge
23904,Senecio canus,YeNP,277,Vascular Plant,Woolly Groundsel
23905,Senecio canus,BNP,69,Vascular Plant,Woolly Groundsel
23906,Senecio canus,GSMNP,92,Vascular Plant,Woolly Groundsel
23907,Senecio canus,YNP,161,Vascular Plant,Woolly Groundsel
23908,Polygonum virginianum,GSMNP,77,Vascular Plant,Virginia Knotweed
23909,Polygonum virginianum,YNP,156,Vascular Plant,Virginia Knotweed
23910,Polygonum virginianum,YeNP,274,Vascular Plant,Virginia Knotweed
23911,Polygonum virginianum,BNP,40,Vascular Plant,Virginia Knotweed
23912,Gnaphalium obtusifolium,GSMNP,77,Vascular Plant,"Catfoot, Fragrant Cudweed"
23913,Gnaphalium obtusifolium,YeNP,230,Vascular Plant,"Catfoot, Fragrant Cudweed"
23914,Gnaphalium obtusifolium,BNP,116,Vascular Plant,"Catfoot, Fragrant Cudweed"
23915,Gnaphalium obtusifolium,YNP,150,Vascular Plant,"Catfoot, Fragrant Cudweed"
23916,Cephalanthus occidentalis,GSMNP,92,Vascular Plant,"Buttonbush, Common Buttonbush"
23917,Cephalanthus occidentalis,YNP,180,Vascular Plant,"Buttonbush, Common Buttonbush"
23918,Cephalanthus occidentalis,YeNP,267,Vascular Plant,"Buttonbush, Common Buttonbush"
23919,Cephalanthus occidentalis,BNP,99,Vascular Plant,"Buttonbush, Common Buttonbush"
23920,Chelone glabra,GSMNP,68,Vascular Plant,Turtlehead
23921,Chelone glabra,BNP,132,Vascular Plant,Turtlehead
23922,Chelone glabra,YNP,149,Vascular Plant,Turtlehead
23923,Chelone glabra,YeNP,274,Vascular Plant,Turtlehead
23924,Veronica hederifolia,BNP,100,Vascular Plant,Ivy-Leaved Speedwell
23925,Veronica hederifolia,YeNP,247,Vascular Plant,Ivy-Leaved Speedwell
23926,Veronica hederifolia,GSMNP,78,Vascular Plant,Ivy-Leaved Speedwell
23927,Veronica hederifolia,YNP,100,Vascular Plant,Ivy-Leaved Speedwell
23928,Cornus amomum,YeNP,253,Vascular Plant,Silky Dogwood
23929,Cornus amomum,YNP,192,Vascular Plant,Silky Dogwood
23930,Cornus amomum,BNP,92,Vascular Plant,Silky Dogwood
23931,Cornus amomum,GSMNP,67,Vascular Plant,Silky Dogwood
23932,Cerastium nutans var. nutans,BNP,71,Vascular Plant,Nodding Chickweed
23933,Cerastium nutans var. nutans,GSMNP,99,Vascular Plant,Nodding Chickweed
23934,Cerastium nutans var. nutans,YNP,157,Vascular Plant,Nodding Chickweed
23935,Cerastium nutans var. nutans,YeNP,246,Vascular Plant,Nodding Chickweed
23936,Orogenia linearifolia,YNP,148,Vascular Plant,"Great Basin Indian Potato, Indianpotato"
23937,Orogenia linearifolia,YeNP,292,Vascular Plant,"Great Basin Indian Potato, Indianpotato"
23938,Orogenia linearifolia,GSMNP,64,Vascular Plant,"Great Basin Indian Potato, Indianpotato"
23939,Orogenia linearifolia,BNP,98,Vascular Plant,"Great Basin Indian Potato, Indianpotato"
23940,Crataegus pinetorum,BNP,109,Vascular Plant,"A Hawthorn, Hawthorn"
23941,Crataegus pinetorum,YeNP,232,Vascular Plant,"A Hawthorn, Hawthorn"
23942,Crataegus pinetorum,GSMNP,77,Vascular Plant,"A Hawthorn, Hawthorn"
23943,Crataegus pinetorum,YNP,134,Vascular Plant,"A Hawthorn, Hawthorn"
23944,Allotropa virgata,BNP,94,Vascular Plant,Sugarstick
23945,Allotropa virgata,YNP,151,Vascular Plant,Sugarstick
23946,Allotropa virgata,YeNP,226,Vascular Plant,Sugarstick
23947,Allotropa virgata,GSMNP,44,Vascular Plant,Sugarstick
23948,Malus pumila,YeNP,221,Vascular Plant,"Apple, Common Apple"
23949,Malus pumila,YeNP,221,Vascular Plant,Paradise Apple
23950,Malus pumila,BNP,80,Vascular Plant,"Apple, Common Apple"
23951,Malus pumila,BNP,80,Vascular Plant,Paradise Apple
23952,Malus pumila,YNP,153,Vascular Plant,"Apple, Common Apple"
23953,Malus pumila,YNP,153,Vascular Plant,Paradise Apple
23954,Malus pumila,YNP,104,Vascular Plant,"Apple, Common Apple"
23955,Malus pumila,YNP,104,Vascular Plant,Paradise Apple
23956,Malus pumila,GSMNP,102,Vascular Plant,"Apple, Common Apple"
23957,Malus pumila,GSMNP,102,Vascular Plant,Paradise Apple
23958,Malus pumila,YeNP,275,Vascular Plant,"Apple, Common Apple"
23959,Malus pumila,YeNP,275,Vascular Plant,Paradise Apple
23960,Malus pumila,BNP,94,Vascular Plant,"Apple, Common Apple"
23961,Malus pumila,BNP,94,Vascular Plant,Paradise Apple
23962,Malus pumila,GSMNP,52,Vascular Plant,"Apple, Common Apple"
23963,Malus pumila,GSMNP,52,Vascular Plant,Paradise Apple
23964,Carex granularis,YNP,134,Vascular Plant,Granular Sedge
23965,Carex granularis,GSMNP,89,Vascular Plant,Granular Sedge
23966,Carex granularis,BNP,85,Vascular Plant,Granular Sedge
23967,Carex granularis,YeNP,282,Vascular Plant,Granular Sedge
23968,Erigeron vagus,BNP,84,Vascular Plant,"Loose Daisy, Rambling Fleabane"
23969,Erigeron vagus,GSMNP,38,Vascular Plant,"Loose Daisy, Rambling Fleabane"
23970,Erigeron vagus,YNP,187,Vascular Plant,"Loose Daisy, Rambling Fleabane"
23971,Erigeron vagus,YeNP,249,Vascular Plant,"Loose Daisy, Rambling Fleabane"
23972,Monarda punctata,YeNP,277,Vascular Plant,"Bee-Balm, Horsemint"
23973,Monarda punctata,BNP,108,Vascular Plant,"Bee-Balm, Horsemint"
23974,Monarda punctata,GSMNP,79,Vascular Plant,"Bee-Balm, Horsemint"
23975,Monarda punctata,YNP,178,Vascular Plant,"Bee-Balm, Horsemint"
23976,Agrostis rossiae,GSMNP,95,Vascular Plant,"Mountain Bentgrass, Ross' Bentgrass"
23977,Agrostis rossiae,BNP,107,Vascular Plant,"Mountain Bentgrass, Ross' Bentgrass"
23978,Agrostis rossiae,YeNP,250,Vascular Plant,"Mountain Bentgrass, Ross' Bentgrass"
23979,Agrostis rossiae,YNP,192,Vascular Plant,"Mountain Bentgrass, Ross' Bentgrass"
23980,Verbascum virgatum,BNP,84,Vascular Plant,Wand Mullein
23981,Verbascum virgatum,YeNP,207,Vascular Plant,Wand Mullein
23982,Verbascum virgatum,YNP,148,Vascular Plant,Wand Mullein
23983,Verbascum virgatum,GSMNP,79,Vascular Plant,Wand Mullein
23984,Valeriana californica,GSMNP,93,Vascular Plant,California Valerian
23985,Valeriana californica,YNP,150,Vascular Plant,California Valerian
23986,Valeriana californica,YeNP,271,Vascular Plant,California Valerian
23987,Valeriana californica,BNP,91,Vascular Plant,California Valerian
23988,Pluchea camphorata,YeNP,224,Vascular Plant,"Camphorweed, Marsh Fleabane"
23989,Pluchea camphorata,YNP,183,Vascular Plant,"Camphorweed, Marsh Fleabane"
23990,Pluchea camphorata,GSMNP,76,Vascular Plant,"Camphorweed, Marsh Fleabane"
23991,Pluchea camphorata,BNP,85,Vascular Plant,"Camphorweed, Marsh Fleabane"
23992,Sparganium americanum,BNP,63,Vascular Plant,"American Bur-Reed, Bur-Reed"
23993,Sparganium americanum,YeNP,252,Vascular Plant,"American Bur-Reed, Bur-Reed"
23994,Sparganium americanum,GSMNP,106,Vascular Plant,"American Bur-Reed, Bur-Reed"
23995,Sparganium americanum,YNP,192,Vascular Plant,"American Bur-Reed, Bur-Reed"
23996,Narcissus poeticus,YNP,161,Vascular Plant,Poet's Narcissus
23997,Narcissus poeticus,GSMNP,92,Vascular Plant,Poet's Narcissus
23998,Narcissus poeticus,BNP,133,Vascular Plant,Poet's Narcissus
23999,Narcissus poeticus,YeNP,231,Vascular Plant,Poet's Narcissus
24000,Trientalis latifolia,BNP,109,Vascular Plant,"Broadleaf Starflower, Western Starflower"
24001,Trientalis latifolia,YeNP,284,Vascular Plant,"Broadleaf Starflower, Western Starflower"
24002,Trientalis latifolia,YNP,168,Vascular Plant,"Broadleaf Starflower, Western Starflower"
24003,Trientalis latifolia,GSMNP,86,Vascular Plant,"Broadleaf Starflower, Western Starflower"
24004,Euonymus fortunei,GSMNP,91,Vascular Plant,"Climbing Euonymus, Winter-Creeper"
24005,Euonymus fortunei,BNP,103,Vascular Plant,"Climbing Euonymus, Winter-Creeper"
24006,Euonymus fortunei,YNP,137,Vascular Plant,"Climbing Euonymus, Winter-Creeper"
24007,Euonymus fortunei,YeNP,263,Vascular Plant,"Climbing Euonymus, Winter-Creeper"
24008,Sporobolus compositus var. compositus,BNP,65,Vascular Plant,Dropseed
24009,Sporobolus compositus var. compositus,YNP,165,Vascular Plant,Dropseed
24010,Sporobolus compositus var. compositus,YeNP,243,Vascular Plant,Dropseed
24011,Sporobolus compositus var. compositus,GSMNP,80,Vascular Plant,Dropseed
24012,Dicranum fuscescens,YeNP,227,Nonvascular Plant,Dicranum Moss
24013,Dicranum fuscescens,GSMNP,97,Nonvascular Plant,Dicranum Moss
24014,Dicranum fuscescens,BNP,100,Nonvascular Plant,Dicranum Moss
24015,Dicranum fuscescens,YNP,158,Nonvascular Plant,Dicranum Moss
24016,Anastrophyllum helleranum,BNP,115,Nonvascular Plant,Heller's Anastrophyllum
24017,Anastrophyllum helleranum,YeNP,233,Nonvascular Plant,Heller's Anastrophyllum
24018,Anastrophyllum helleranum,YNP,160,Nonvascular Plant,Heller's Anastrophyllum
24019,Anastrophyllum helleranum,GSMNP,69,Nonvascular Plant,Heller's Anastrophyllum
24020,Salix laevigata,YNP,156,Vascular Plant,Red Willow
24021,Salix laevigata,BNP,139,Vascular Plant,Red Willow
24022,Salix laevigata,GSMNP,96,Vascular Plant,Red Willow
24023,Salix laevigata,YeNP,265,Vascular Plant,Red Willow
24024,Phacelia tanacetifolia,YeNP,235,Vascular Plant,"Facelia, Fiddleneck, Lacy Phacelia, Lacy Scorpion-Weed"
24025,Phacelia tanacetifolia,GSMNP,73,Vascular Plant,"Facelia, Fiddleneck, Lacy Phacelia, Lacy Scorpion-Weed"
24026,Phacelia tanacetifolia,BNP,131,Vascular Plant,"Facelia, Fiddleneck, Lacy Phacelia, Lacy Scorpion-Weed"
24027,Phacelia tanacetifolia,YNP,157,Vascular Plant,"Facelia, Fiddleneck, Lacy Phacelia, Lacy Scorpion-Weed"
24028,Trifolium oliganthum,GSMNP,71,Vascular Plant,Fewflower Clover
24029,Trifolium oliganthum,BNP,86,Vascular Plant,Fewflower Clover
24030,Trifolium oliganthum,YeNP,259,Vascular Plant,Fewflower Clover
24031,Trifolium oliganthum,YNP,146,Vascular Plant,Fewflower Clover
24032,Ceanothus cordulatus,YNP,147,Vascular Plant,Whitethorn Ceanothus
24033,Ceanothus cordulatus,BNP,121,Vascular Plant,Whitethorn Ceanothus
24034,Ceanothus cordulatus,GSMNP,76,Vascular Plant,Whitethorn Ceanothus
